"","X","nugget_id","nugget_page_loaded_ms","upworthy_loaded_ms","facebook_loaded_ms","youtube_loaded_ms","new_visitor","device_type","bounced","quick_exit_status","quick_exit_10","quick_exit_30","yt_video","load_all","max_load_time","log_max_load_time","max_load_time_capped","bounced_num","quick_exit_10_num","quick_exit_30_num"
"6619",6619,"550a0d356235630024880000",1485,1492,4540,NA,"Returning","Mobile","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"6620",6620,"5525c0b5646532002c380000",1369,1382,2028,3942,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",3942,8.27944348771267,3942,0,0,0
"6621",6621,"550a0d356235630024880000",7114,7256,19735,23391,"Returning","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",23391,10.0601066119777,23391,1,0,1
"6622",6622,"550a0d356235630024880000",6279,6492,16065,23099,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",23099,10.0475446055296,23099,1,0,1
"6623",6623,"550a0d356235630024880000",14789,14815,21309,26463,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",26463,10.1835028099269,26463,1,0,1
"6624",6624,"550a0d356235630024880000",1562,1567,2558,6568,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",6568,8.78996465113226,6568,1,0,0
"6625",6625,"550a0d356235630024880000",2707,2724,8219,12076,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",12076,9.39897529082673,12076,1,0,1
"6626",6626,"550a0d356235630024880000",4647,4683,11723,17591,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",17591,9.7751426865989,17591,1,0,0
"6627",6627,"550a0d356235630024880000",5050,5059,5773,20599,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",20599,9.93299780991007,20599,1,0,0
"6628",6628,"550a0d356235630024880000",19148,19253,31555,NA,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"6629",6629,"550a0d356235630024880000",2456,2463,6439,10757,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",10757,9.28331198443201,10757,0,0,0
"6630",6630,"550a0d356235630024880000",2048,2059,10301,11376,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",11376,9.33926115204302,11376,1,0,0
"6631",6631,"550a0d356235630024880000",8567,10293,14531,46621,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",46621,10.7498063623812,35924,0,0,0
"6632",6632,"550a0d356235630024880000",2916,2927,12955,13848,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",13848,9.53589609685605,13848,1,0,1
"6633",6633,"550a0d356235630024880000",4093,4265,17857,12889,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",17857,9.79015086719713,17857,1,0,0
"6634",6634,"550a0d356235630024880000",1639,1644,2189,10295,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",10295,9.23941361946189,10295,1,0,1
"6635",6635,"550a0d356235630024880000",NA,NA,NA,162040,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"6636",6636,"550a0d356235630024880000",NA,NA,3112,7620,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"6637",6637,"550a0d356235630024880000",1962,1972,2736,11815,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",11815,9.37712518962101,11815,1,0,1
"6638",6638,"550a0d356235630024880000",2719,2805,3543,7664,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",7664,8.9442893196507,7664,1,0,0
"6639",6639,"550a0d356235630024880000",3314,3335,18428,17891,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",18428,9.82162652605581,18428,1,0,0
"6640",6640,"550a0d356235630024880000",1781,2079,3498,7948,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",7948,8.98067560367171,7948,1,0,1
"6641",6641,"550a0d356235630024880000",2431,2443,9886,15354,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",15354,9.63913130538784,15354,1,0,1
"6642",6642,"550a0d356235630024880000",2503,2544,5168,15197,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",15197,9.6288533189336,15197,1,0,0
"6643",6643,"550a0d356235630024880000",3901,4085,6047,21636,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",21636,9.98211387299132,21636,1,0,0
"6644",6644,"550a0d356235630024880000",1648,1654,2948,6682,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",6682,8.8071726229167,6682,1,0,0
"6645",6645,"550a0d356235630024880000",NA,NA,NA,11896,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"6646",6646,"550a0d356235630024880000",5103,5255,8963,NA,"Returning","Mobile","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"6647",6647,"550a0d356235630024880000",NA,NA,NA,NA,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"6648",6648,"550a0d356235630024880000",2407,2424,4187,7319,"Returning","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",7319,8.89822898560123,7319,1,0,1
"6649",6649,"550a0d356235630024880000",6467,6927,11271,23448,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",23448,10.0625404823907,23448,1,0,0
"6650",6650,"550a0d356235630024880000",7357,7373,15964,20424,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",20424,9.92446595892132,20424,1,0,0
"6651",6651,"550a0d356235630024880000",4675,4684,9316,15209,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",15209,9.62964263687237,15209,1,0,0
"6652",6652,"5525c0b5646532002c380000",NA,NA,NA,NA,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"6653",6653,"550a0d356235630024880000",10606,10471,12331,24544,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",24544,10.108222704167,24544,0,0,0
"6654",6654,"550a0d356235630024880000",9113,9119,21674,33134,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",33134,10.4083152244985,33134,1,0,0
"6655",6655,"550a0d356235630024880000",1866,2532,11004,13749,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",13749,9.52872137317723,13749,1,0,0
"6656",6656,"550a0d356235630024880000",6286,6766,12160,19892,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",19892,9.89807291983463,19892,1,0,1
"6657",6657,"550a0d356235630024880000",999,1010,2006,7891,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",7891,8.97347814852104,7891,0,0,0
"6658",6658,"550a0d356235630024880000",3493,3501,6638,11626,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",11626,9.3609992482613,11626,1,0,0
"6659",6659,"550a0d356235630024880000",1379,1388,5007,18469,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",18469,9.82384892987591,18469,1,0,1
"6660",6660,"550a0d356235630024880000",2087,2091,2781,6843,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",6843,8.8309815109525,6843,1,0,0
"6661",6661,"550a0d356235630024880000",3898,3916,13506,19400,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",19400,9.87302834505142,19400,1,0,1
"6662",6662,"550a0d356235630024880000",3122,3141,5956,19912,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",19912,9.89907784404743,19912,0,0,0
"6663",6663,"550a0d356235630024880000",2636,3685,8503,28085,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",28085,10.2429909049665,28085,1,0,0
"6664",6664,"550a0d356235630024880000",2523,2531,8452,9432,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",9432,9.15186344221721,9432,0,0,0
"6665",6665,"550a0d356235630024880000",12455,12480,14054,16253,"Returning","Mobile","No","exited_lt_30","Stayed","Exited","Yes","Load",16253,9.69603278610318,16253,0,0,1
"6666",6666,"550a0d356235630024880000",12039,26133,34728,NA,"New","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"6667",6667,"550a0d356235630024880000",2391,3908,10126,11301,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",11301,9.33264649636015,11301,1,0,1
"6668",6668,"550a0d356235630024880000",3367,3381,6643,15402,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",15402,9.64225265009919,15402,1,0,0
"6669",6669,"550a0d356235630024880000",6523,6546,11425,20615,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",20615,9.933774245141,20615,1,0,1
"6670",6670,"550a0d356235630024880000",3463,3470,5703,10322,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",10322,9.24203281870867,10322,1,0,0
"6671",6671,"550a0d356235630024880000",8147,8164,16214,20859,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",20859,9.94554078876713,20859,1,0,1
"6672",6672,"550a0d356235630024880000",8272,8639,23506,31526,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",31526,10.3585678811865,31526,1,0,0
"6673",6673,"550a0d356235630024880000",3154,3237,5860,11052,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",11052,9.31036668604331,11052,1,0,0
"6674",6674,"5525c0b5646532002c380000",1440,1540,1999,3573,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",3573,8.18116085802341,3573,0,0,0
"6675",6675,"5525c0b5646532002c380000",4723,4746,11910,15837,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",15837,9.67010425349173,15837,1,0,1
"6676",6676,"5525c0b5646532002c380000",2991,2997,4592,9107,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",9107,9.11679862756782,9107,0,0,0
"6677",6677,"550a0d356235630024880000",4027,4904,10250,16062,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",16062,9.68421151274841,16062,1,0,0
"6678",6678,"5525c0b5646532002c380000",4949,5253,10777,14804,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",14804,9.60265269350605,14804,1,0,1
"6679",6679,"550a0d356235630024880000",3194,3215,NA,NA,"New","Mobile","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"6680",6680,"550a0d356235630024880000",3890,3897,14977,16437,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",16437,9.70729017020652,16437,1,0,1
"6681",6681,"550a0d356235630024880000",3808,3819,8968,13397,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",13397,9.50278608027699,13397,1,0,1
"6682",6682,"5525c0b5646532002c380000",4807,4824,11049,13394,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",13394,9.50256212447,13394,0,0,0
"6683",6683,"550a0d356235630024880000",3165,3171,3760,19688,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",19688,9.88776459207089,19688,1,0,1
"6684",6684,"5525c0b5646532002c380000",1690,2096,4103,7624,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",7624,8.93905644533404,7624,1,0,0
"6685",6685,"550a0d356235630024880000",9416,9620,15498,23898,"New","Mobile","Yes","exited_lt_10","Exited","Exited","Yes","Load",23898,10.0815500524097,23898,1,1,1
"6686",6686,"550a0d356235630024880000",5256,5270,16191,21337,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",21337,9.96819793390488,21337,1,0,0
"6687",6687,"5525c0b5646532002c380000",729,730,980,2241,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",2241,7.71467747380093,2241,0,0,0
"6688",6688,"550a0d356235630024880000",2008,2701,12046,14375,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",14375,9.57324586566555,14375,1,0,1
"6689",6689,"5525c0b5646532002c380000",2847,2868,12376,14292,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",14292,9.5674552191433,14292,0,0,0
"6690",6690,"550a0d356235630024880000",4280,4814,9460,13161,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",13161,9.48501318983432,13161,1,0,0
"6691",6691,"550a0d356235630024880000",1946,1955,3397,7049,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",7049,8.86064104177388,7049,1,0,1
"6692",6692,"5525c0b5646532002c380000",55798,55877,60889,66215,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",66215,11.1006623023611,35924,0,0,0
"6693",6693,"550a0d356235630024880000",1674,1684,1859,7645,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",7645,8.94180711836316,7645,1,0,0
"6694",6694,"5525c0b5646532002c380000",2200,2207,4788,6240,"Returning","Tablet","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",6240,8.73873546136347,6240,0,0,0
"6695",6695,"5525c0b5646532002c380000",3970,4240,8097,11452,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",11452,9.34591966621801,11452,0,0,0
"6696",6696,"5525c0b5646532002c380000",3612,3675,8170,10077,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",10077,9.2180108782804,10077,0,0,0
"6697",6697,"5525c0b5646532002c380000",9077,10271,19308,27292,"New","Tablet","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",27292,10.2143488979353,27292,0,0,0
"6698",6698,"550a0d356235630024880000",NA,2360,3162,8158,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"6699",6699,"5525c0b5646532002c380000",4923,4929,7881,26266,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",26266,10.1760306061451,26266,0,0,0
"6700",6700,"550a0d356235630024880000",4076,4098,5186,11659,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",11659,9.36383369293329,11659,1,0,1
"6701",6701,"5525c0b5646532002c380000",1802,1803,2021,3041,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",3041,8.01994168767737,3041,0,0,0
"6702",6702,"5525c0b5646532002c380000",5492,5822,6318,NA,"New","Mobile","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"6703",6703,"5525c0b5646532002c380000",2444,2470,12657,14482,"New","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",14482,9.58066177794877,14482,1,0,1
"6704",6704,"550a0d356235630024880000",4465,5514,13184,19148,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",19148,9.8599535505124,19148,1,0,0
"6705",6705,"550a0d356235630024880000",2382,2388,12887,NA,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"6706",6706,"5525c0b5646532002c380000",6823,6835,9801,19376,"New","Mobile","No","exited_lt_30","Stayed","Exited","Yes","Load",19376,9.87179046579287,19376,0,0,1
"6707",6707,"550a0d356235630024880000",1690,1700,3365,8303,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",8303,9.02437217426203,8303,1,0,0
"6708",6708,"550a0d356235630024880000",NA,NA,1690,3260,"New","Mobile","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"6709",6709,"5525c0b5646532002c380000",4419,4963,11207,16747,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",16747,9.72597441673448,16747,1,0,0
"6710",6710,"5525c0b5646532002c380000",2448,2454,3569,4787,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",4787,8.47365918939251,4787,1,0,0
"6711",6711,"550a0d356235630024880000",4267,4281,12797,19440,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",19440,9.87508807801443,19440,1,0,1
"6712",6712,"5525c0b5646532002c380000",7541,7551,10273,NA,"Returning","Mobile","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"6713",6713,"550a0d356235630024880000",6173,8004,21975,26616,"Returning","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",26616,10.1892678176983,26616,1,0,1
"6714",6714,"5525c0b5646532002c380000",4308,4313,5059,6855,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",6855,8.83273359199642,6855,0,0,0
"6715",6715,"5525c0b5646532002c380000",5219,6384,13174,18076,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",18076,9.80234037053117,18076,0,0,0
"6716",6716,"550a0d356235630024880000",4575,4941,20599,21028,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",21028,9.95361016193934,21028,1,0,0
"6717",6717,"5525c0b5646532002c380000",3179,4274,7223,9400,"New","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",9400,9.14846496825809,9400,0,0,0
"6718",6718,"5525c0b5646532002c380000",3803,4192,7790,12159,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",12159,9.40582491529642,12159,0,0,0
"6719",6719,"550a0d356235630024880000",3570,3572,9019,4122,"New","Desktop","Yes","exited_lt_10","Exited","Exited","Yes","Load",9019,9.10708874216571,9019,1,1,1
"6720",6720,"550a0d356235630024880000",13469,13533,21629,NA,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"6721",6721,"5525c0b5646532002c380000",9318,9321,10328,11332,"New","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",11332,9.33538586095041,11332,0,0,0
"6722",6722,"5525c0b5646532002c380000",10397,10409,12066,29867,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",29867,10.3045094709469,29867,0,0,0
"6723",6723,"550a0d356235630024880000",1786,1791,2226,36522,"New","Tablet","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",36522,10.505670097722,35924,1,0,0
"6724",6724,"5525c0b5646532002c380000",1360,1368,2420,4265,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",4265,8.35819745992578,4265,0,0,0
"6725",6725,"5525c0b5646532002c380000",8310,8352,12815,19611,"Returning","Tablet","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",19611,9.88384591228084,19611,1,0,0
"6726",6726,"550a0d356235630024880000",8756,8794,15759,20739,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",20739,9.93977126461338,20739,1,0,0
"6727",6727,"5525c0b5646532002c380000",5012,7083,12834,18922,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",18922,9.84808054526439,18922,0,0,0
"6728",6728,"550a0d356235630024880000",4682,5782,16290,21079,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",21079,9.95603256319989,21079,1,0,1
"6729",6729,"5525c0b5646532002c380000",NA,14913,19727,28467,"New","Tablet","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"6730",6730,"550a0d356235630024880000",2016,2022,2692,7658,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",7658,8.94350613203724,7658,1,0,0
"6731",6731,"5525c0b5646532002c380000",8061,8068,14472,17103,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",17103,9.74700916569969,17103,1,0,0
"6732",6732,"5525c0b5646532002c380000",NA,NA,2168,NA,"New","Desktop","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"6733",6733,"5525c0b5646532002c380000",5997,6217,7181,15646,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",15646,9.65797057224503,15646,1,0,0
"6734",6734,"550a0d356235630024880000",2984,3118,10921,19838,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",19838,9.89535456930594,19838,1,0,1
"6735",6735,"550a0d356235630024880000",3909,5760,7572,14239,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",14239,9.56373995778099,14239,0,0,0
"6736",6736,"5525c0b5646532002c380000",5396,5446,7044,19183,"New","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",19183,9.86177974913634,19183,0,0,0
"6737",6737,"5525c0b5646532002c380000",12347,12859,21728,29978,"New","Mobile","No","exited_lt_30","Stayed","Exited","Yes","Load",29978,10.3082190582905,29978,0,0,1
